Date,raw,rm,w7
2015-07-21,-0.0011984150414500023,-0.001217354727892827,-0.0011984150414500023
2015-07-22,-0.000343574636597083,-9.353815020726321e-05,-0.000343574636597083
2015-07-23,0.0019283914500986985,0.0020702786338234287,0.0019283914500986985
2015-07-24,0.00240748249624512,0.0027053936760819673,0.00240748249624512
2015-07-27,-0.005779109668882603,-0.005091216656028748,-0.005779109668882603
2015-07-28,-0.0035802793181557734,-0.004048436165350963,-0.0035802793181557734
2015-07-29,-0.0026276957106506106,-0.002123452300320957,-0.0026276957106506106
2015-07-30,0.0026296456202402926,0.0025503145149208947,0.0026296456202402926
2015-07-31,0.0028178001236306947,0.0029929671204698425,0.0028178001236306947
2015-08-03,-0.0024506215896580104,-0.0022962799115090137,-0.0024506215896580104
2015-08-04,0.0036761101975904017,0.003570605809387764,0.0036761101975904017
2015-08-05,0.002447420400750814,0.0018445409214022004,0.002447420400750814
